t,phase,travel,speed,swingDeg,boomDeg,stickDeg,bucketDeg,payloadKg,rollDeg,tipMargin,hydC,personRight,personFwd,personWalking,personDist,seatbelt,eyesClosed,jawOpen,camYawn,camDrowsy,cfSpeed,cfSwingDeg,cfTipMargin,cfPersonDist,cfClearance
0.292,normal,0,0,0,22,-10,30,0,0,2.304,63.881,-3.5,-19,0,19.321,1,0.088,0.06,0,0,0,0,2.3,19.32,16.42
0.3,normal,0,0,0,22,-10,30,0,0,2.296,64.128,-3.5,-19,0,19.318,1,0.096,0.09,0,0,0,0,2.3,19.32,16.42
0.308,normal,0,0,0,22,-10,30,0,0,2.3,63.996,-3.5,-19,0,19.3,1,0.059,0.054,0,0,0,0,2.3,19.32,16.42
0.317,normal,0,0,0,22,-10,30,0,0,2.304,64.031,-3.5,-19,0,19.323,1,0.062,0.087,0,0,0,0,2.3,19.32,16.42
0.325,normal,0,0,0,22,-10,30,0,0,2.303,63.948,-3.5,-19,0,19.298,1,0.072,0.065,0,0,0,0,2.3,19.32,16.42
0.333,normal,0,0,0,22,-10,30,0,0,2.299,63.906,-3.5,-19,0,19.34,1,0.079,0.068,0,0,0,0,2.3,19.32,16.42
0.342,normal,0,0,0,22,-10,30,0,0,2.298,64.038,-3.5,-19,0,19.322,1,0.063,0.07,0,0,0,0,2.3,19.32,16.42
0.35,normal,0,0,0,22,-10,30,0,0,2.298,64.01,-3.5,-19,0,19.315,1,0.056,0.059,0,0,0,0,2.3,19.32,16.42
0.358,normal,0,0,0,22,-10,30,0,0,2.295,63.896,-3.5,-19,0,19.332,1,0.058,0.059,0,0,0,0,2.3,19.32,16.42
0.367,normal,0,0,0,22,-10,30,0,0,2.303,64.049,-3.5,-19,0,19.325,1,0.084,0.065,0,0,0,0,2.3,19.32,16.42
0.375,normal,0,0,0,22,-10,30,0,0,2.304,63.967,-3.5,-19,0,19.33,1,0.054,0.055,0,0,0,0,2.3,19.32,16.42
0.383,normal,0,0,0,22,-10,30,0,0,2.302,63.899,-3.5,-19,0,19.341,1,0.096,0.055,0,0,0,0,2.3,19.32,16.42
0.392,normal,0,0,0,22,-10,30,0,0,2.299,64.083,-3.5,-19,0,19.323,1,0.089,0.089,0,0,0,0,2.3,19.32,16.42
0.4,normal,0,0,0,22,-10,30,0,0,2.297,63.966,-3.5,-19,0,19.33,1,0.085,0.052,0,0,0,0,2.3,19.32,16.42
0.408,normal,0,0,0,22,-10,30,0,0,2.296,63.999,-3.5,-19,0,19.333,1,0.071,0.088,0,0,0,0,2.3,19.32,16.42
0.417,normal,0,0,0,22,-10,30,0,0,2.296,63.899,-3.5,-19,0,19.303,1,0.051,0.088,0,0,0,0,2.3,19.32,16.42
0.425,normal,0,0,0,22,-10,30,0,0,2.302,63.959,-3.5,-19,0,19.311,1,0.086,0.08,0,0,0,0,2.3,19.32,16.42
0.433,normal,0,0,0,22,-10,30,0,0,2.305,64.037,-3.5,-19,0,19.335,1,0.077,0.066,0,0,0,0,2.3,19.32,16.42
0.442,normal,0,0,0,22,-10,30,0,0,2.304,63.902,-3.5,-19,0,19.322,1,0.072,0.077,0,0,0,0,2.3,19.32,16.42
0.45,normal,0,0,0,22,-10,30,0,0,2.297,64.074,-3.5,-19,0,19.309,1,0.065,0.054,0,0,0,0,2.3,19.32,16.42
0.458,normal,0,0,0,22,-10,30,0,0,2.299,63.902,-3.5,-19,0,19.323,1,0.072,0.058,0,0,0,0,2.3,19.32,16.42
0.467,normal,0,0,0,22,-10,30,0,0,2.296,63.991,-3.5,-19,0,19.34,1,0.071,0.086,0,0,0,0,2.3,19.32,16.42
0.475,normal,0,0,0,22,-10,30,0,0,2.298,64.056,-3.5,-19,0,19.295,1,0.068,0.072,0,0,0,0,2.3,19.32,16.42
0.483,normal,0,0,0,22,-10,30,0,0,2.302,64.062,-3.5,-19,0,19.342,1,0.081,0.057,0,0,0,0,2.3,19.32,16.42
0.492,normal,0,0,0,22,-10,30,0,0,2.296,63.94,-3.5,-19,0,19.337,1,0.058,0.055,0,0,0,0,2.3,19.32,16.42
0.5,normal,0,0,0,22,-10,30,0,0,2.303,64.099,-3.5,-19,0,19.296,1,0.069,0.05,0,0,0,0,2.3,19.32,16.42
0.508,normal,0,0,0,22,-10,30,0,0,2.303,64.017,-3.5,-19,0,19.295,1,0.052,0.051,0,0,0,0,2.3,19.32,16.42
0.517,normal,0,0,0,22,-10,30,0,0,2.3,63.881,-3.5,-19,0,19.338,1,0.096,0.06,0,0,0,0,2.3,19.32,16.42
0.525,normal,0,0,0,22,-10,30,0,0,2.296,63.923,-3.5,-19,0,19.296,1,0.071,0.08,0,0,0,0,2.3,19.32,16.42
0.533,normal,0,0,0,22,-10,30,0,0,2.299,64.134,-3.5,-19,0,19.318,1,0.066,0.075,0,0,0,0,2.3,19.32,16.42
0.542,normal,0,0,0,22,-10,30,0,0,2.302,63.995,-3.5,-19,0,19.33,1,0.073,0.066,0,0,0,0,2.3,19.32,16.42
0.55,normal,0,0,0,22,-10,30,0,0,2.305,63.969,-3.5,-19,0,19.326,1,0.053,0.075,0,0,0,0,2.3,19.32,16.42
0.558,normal,0,0,0,22,-10,30,0,0,2.301,63.945,-3.5,-19,0,19.335,1,0.086,0.058,0,0,0,0,2.3,19.32,16.42
0.567,normal,0,0,0,22,-10,30,0,0,2.299,63.985,-3.5,-19,0,19.305,1,0.051,0.085,0,0,0,0,2.3,19.32,16.42
0.575,normal,0,0,0,22,-10,30,0,0,2.3,64.136,-3.5,-19,0,19.339,1,0.058,0.086,0,0,0,0,2.3,19.32,16.42
0.583,normal,0,0,0,22,-10,30,0,0,2.301,63.985,-3.5,-19,0,19.312,1,0.055,0.051,0,0,0,0,2.3,19.32,16.42
0.592,normal,0,0,0,22,-10,30,0,0,2.296,63.969,-3.5,-19,0,19.325,1,0.073,0.06,0,0,0,0,2.3,19.32,16.42
0.6,normal,0,0,0,22,-10,30,0,0,2.301,64.108,-3.5,-19,0,19.341,1,0.06,0.067,0,0,0,0,2.3,19.32,16.42
0.608,normal,0,0,0,22,-10,30,0,0,2.302,63.975,-3.5,-19,0,19.303,1,0.082,0.06,0,0,0,0,2.3,19.32,16.42
0.617,normal,0,0,0,22,-10,30,0,0,2.302,63.94,-3.5,-19,0,19.307,1,0.062,0.05,0,0,0,0,2.3,19.32,16.42
0.625,normal,0,0,0,22,-10,30,0,0,2.296,63.978,-3.5,-19,0,19.321,1,0.066,0.089,0,0,0,0,2.3,19.32,16.42
0.633,normal,0,0,0,22,-10,30,0,0,2.302,63.968,-3.5,-19,0,19.328,1,0.071,0.086,0,0,0,0,2.3,19.32,16.42
0.642,normal,0,0,0,22,-10,30,0,0,2.303,63.934,-3.5,-19,0,19.307,1,0.097,0.062,0,0,0,0,2.3,19.32,16.42
0.65,normal,0,0,0,22,-10,30,0,0,2.304,64.143,-3.5,-19,0,19.307,1,0.05,0.056,0,0,0,0,2.3,19.32,16.42
0.658,normal,0,0,0,22,-10,30,0,0,2.295,64.086,-3.5,-19,0,19.33,1,0.084,0.071,0,0,0,0,2.3,19.32,16.42
0.667,normal,0,0,0,22,-10,30,0,0,2.304,64.173,-3.5,-19,0,19.327,1,0.056,0.063,0,0,0,0,2.3,19.32,16.42
0.675,normal,0,0,0,22,-10,30,0,0,2.3,64.126,-3.5,-19,0,19.342,1,0.053,0.061,0,0,0,0,2.3,19.32,16.42
0.683,normal,0,0,0,22,-10,30,0,0,2.304,64.063,-3.5,-19,0,19.318,1,0.057,0.076,0,0,0,0,2.3,19.32,16.42
0.692,normal,0,0,0,22,-10,30,0,0,2.299,64.155,-3.5,-19,0,19.318,1,0.098,0.056,0,0,0,0,2.3,19.32,16.42
0.7,normal,0,0,0,22,-10,30,0,0,2.301,64.123,-3.5,-19,0,19.311,1,0.064,0.052,0,0,0,0,2.3,19.32,16.42
0.708,normal,0,0,0,22,-10,30,0,0,2.303,64.153,-3.5,-19,0,19.309,1,0.072,0.067,0,0,0,0,2.3,19.32,16.42
0.717,normal,0,0,0,22,-10,30,0,0,2.299,64.104,-3.5,-19,0,19.3,1,0.066,0.059,0,0,0,0,2.3,19.32,16.42
0.725,normal,0,0,0,22,-10,30,0,0,2.297,63.889,-3.5,-19,0,19.324,1,0.061,0.05,0,0,0,0,2.3,19.32,16.42
0.733,normal,0,0,0,22,-10,30,0,0,2.302,63.933,-3.5,-19,0,19.332,1,0.05,0.053,0,0,0,0,2.3,19.32,16.42
0.742,normal,0,0,0,22,-10,30,0,0,2.295,63.89,-3.5,-19,0,19.341,1,0.093,0.081,0,0,0,0,2.3,19.32,16.42
0.75,normal,0,0,0,22,-10,30,0,0,2.301,64.119,-3.5,-19,0,19.308,1,0.052,0.065,0,0,0,0,2.3,19.32,16.42
0.758,normal,0,0,0,22,-10,30,0,0,2.298,64.01,-3.5,-19,0,19.309,1,0.056,0.085,0,0,0,0,2.3,19.32,16.42
0.767,normal,0,0,0,22,-10,30,0,0,2.304,64.104,-3.5,-19,0,19.302,1,0.076,0.077,0,0,0,0,2.3,19.32,16.42
0.775,normal,0,0,0,22,-10,30,0,0,2.299,64.1,-3.5,-19,0,19.336,1,0.069,0.075,0,0,0,0,2.3,19.32,16.42
0.783,normal,0,0,0,22,-10,30,0,0,2.297,64.061,-3.5,-19,0,19.344,1,0.06,0.053,0,0,0,0,2.3,19.32,16.42
0.792,normal,0,0,0,22,-10,30,0,0,2.3,63.981,-3.5,-19,0,19.333,1,0.099,0.067,0,0,0,0,2.3,19.32,16.42
0.8,normal,0,0,0,22,-10,30,0,0,2.296,64.098,-3.5,-19,0,19.316,1,0.063,0.055,0,0,0,0,2.3,19.32,16.42
0.808,normal,0,0,0,22,-10,30,0,0,2.301,63.95,-3.5,-19,0,19.325,1,0.069,0.084,0,0,0,0,2.3,19.32,16.42
0.817,normal,0,0,0,22,-10,30,0,0,2.296,63.998,-3.5,-19,0,19.315,1,0.064,0.056,0,0,0,0,2.3,19.32,16.42
0.825,normal,0,0,0,22,-10,30,0,0,2.297,64.061,-3.5,-19,0,19.299,1,0.076,0.074,0,0,0,0,2.3,19.32,16.42
0.833,normal,0,0,0,22,-10,30,0,0,2.3,64.036,-3.5,-19,0,19.342,1,0.057,0.079,0,0,0,0,2.3,19.32,16.42
0.842,normal,0,0,0,22,-10,30,0,0,2.303,64.073,-3.5,-19,0,19.332,1,0.075,0.078,0,0,0,0,2.3,19.32,16.42
0.85,normal,0,0,0,22,-10,30,0,0,2.298,64.021,-3.5,-19,0,19.328,1,0.069,0.076,0,0,0,0,2.3,19.32,16.42
0.858,normal,0,0,0,22,-10,30,0,0,2.302,64.14,-3.5,-19,0,19.295,1,0.087,0.081,0,0,0,0,2.3,19.32,16.42
0.867,normal,0,0,0,22,-10,30,0,0,2.301,63.949,-3.5,-19,0,19.302,1,0.077,0.057,0,0,0,0,2.3,19.32,16.42
0.875,normal,0,0,0,22,-10,30,0,0,2.299,63.955,-3.5,-19,0,19.299,1,0.066,0.081,0,0,0,0,2.3,19.32,16.42
0.883,normal,0,0,0,22,-10,30,0,0,2.303,63.93,-3.5,-19,0,19.303,1,0.052,0.073,0,0,0,0,2.3,19.32,16.42
0.892,normal,0,0,0,22,-10,30,0,0,2.302,63.95,-3.5,-19,0,19.311,1,0.074,0.053,0,0,0,0,2.3,19.32,16.42
0.9,normal,0,0,0,22,-10,30,0,0,2.304,64.044,-3.5,-19,0,19.316,1,0.054,0.076,0,0,0,0,2.3,19.32,16.42
0.908,normal,0,0,0,22,-10,30,0,0,2.305,64,-3.5,-19,0,19.303,1,0.096,0.072,0,0,0,0,2.3,19.32,16.42
0.917,normal,0,0,0,22,-10,30,0,0,2.297,63.99,-3.5,-19,0,19.322,1,0.089,0.089,0,0,0,0,2.3,19.32,16.42
0.925,normal,0,0,0,22,-10,30,0,0,2.301,64.116,-3.5,-19,0,19.324,1,0.098,0.071,0,0,0,0,2.3,19.32,16.42
0.933,normal,0,0,0,22,-10,30,0,0,2.298,63.916,-3.5,-19,0,19.343,1,0.082,0.054,0,0,0,0,2.3,19.32,16.42
0.942,normal,0,0,0,22,-10,30,0,0,2.296,63.992,-3.5,-19,0,19.329,1,0.084,0.065,0,0,0,0,2.3,19.32,16.42
0.95,normal,0,0,0,22,-10,30,0,0,2.301,64.104,-3.5,-19,0,19.315,1,0.054,0.082,0,0,0,0,2.3,19.32,16.42
0.958,normal,0,0,0,22,-10,30,0,0,2.301,64.178,-3.5,-19,0,19.338,1,0.1,0.068,0,0,0,0,2.3,19.32,16.42
0.967,normal,0,0,0,22,-10,30,0,0,2.304,64.121,-3.5,-19,0,19.332,1,0.094,0.057,0,0,0,0,2.3,19.32,16.42
0.975,normal,0,0,0,22,-10,30,0,0,2.302,63.981,-3.5,-19,0,19.318,1,0.084,0.072,0,0,0,0,2.3,19.32,16.42
0.983,normal,0,0,0,22,-10,30,0,0,2.297,63.901,-3.5,-19,0,19.328,1,0.084,0.076,0,0,0,0,2.3,19.32,16.42
0.992,normal,0,0,0,22,-10,30,0,0,2.297,63.943,-3.5,-19,0,19.345,1,0.082,0.06,0,0,0,0,2.3,19.32,16.42
1,normal,0,0,0,22,-10,30,0,0,2.302,64.106,-3.5,-19,0,19.342,1,0.066,0.063,0,0,0,0,2.3,19.32,16.42
1.008,normal,0,-0.008,0,22,-10,30,0,0,2.295,64.076,-3.5,-19,0,19.302,1,0.089,0.077,0,0,-0.007,0,2.3,19.32,16.42
1.017,normal,0,-0.015,0,22,-10,30,0,0,2.299,63.944,-3.5,-19,0,19.329,1,0.1,0.08,0,0,-0.015,0,2.3,19.319,16.419
1.025,normal,0,-0.023,0,22,-10,30,0,0,2.298,63.945,-3.5,-19,0,19.312,1,0.086,0.05,0,0,-0.022,0,2.3,19.319,16.419
1.033,normal,-0.001,-0.03,0,22,-10,30,0,0,2.296,64.075,-3.5,-19,0,19.338,1,0.098,0.089,0,0,-0.03,0,2.3,19.319,16.419
1.042,normal,-0.001,-0.038,0,22,-10,30,0,0,2.303,64.053,-3.5,-19,0,19.317,1,0.094,0.054,0,0,-0.037,0,2.3,19.319,16.419
1.05,normal,-0.001,-0.045,0,22,-10,30,0,0,2.301,64.156,-3.5,-19,0,19.308,1,0.059,0.053,0,0,-0.045,0,2.3,19.318,16.418
1.058,normal,-0.002,-0.052,0,22,-10,30,0,0,2.301,64.199,-3.5,-19,0,19.31,1,0.056,0.069,0,0,-0.052,0,2.3,19.318,16.418
1.067,normal,-0.002,-0.06,0,22,-10,30,0,0,2.301,64.092,-3.5,-19,0,19.337,1,0.078,0.052,0,0,-0.06,0,2.3,19.317,16.417
1.075,normal,-0.003,-0.067,0,22,-10,30,0,0,2.297,63.968,-3.5,-19,0,19.317,1,0.082,0.068,0,0,-0.067,0,2.3,19.317,16.417
1.083,normal,-0.003,-0.075,0,22,-10,30,0,0,2.295,63.999,-3.5,-19,0,19.298,1,0.08,0.081,0,0,-0.075,0,2.3,19.316,16.416
1.092,normal,-0.004,-0.082,0,22,-10,30,0,0,2.296,64.1,-3.5,-19,0,19.294,1,0.062,0.06,0,0,-0.083,0,2.3,19.316,16.416
1.1,normal,-0.005,-0.09,0,22,-10,30,0,0,2.297,63.929,-3.5,-19,0,19.337,1,0.058,0.054,0,0,-0.09,0,2.3,19.315,16.415
1.108,normal,-0.006,-0.097,0,22,-10,30,0,0,2.296,63.937,-3.5,-19,0,19.339,1,0.06,0.059,0,0,-0.098,0,2.3,19.314,16.414
1.117,normal,-0.007,-0.105,0,22,-10,30,0,0,2.302,64.106,-3.5,-19,0,19.328,1,0.088,0.089,0,0,-0.105,0,2.3,19.313,16.413
1.125,normal,-0.008,-0.112,0,22,-10,30,0,0,2.297,64.029,-3.5,-19,0,19.304,1,0.093,0.058,0,0,-0.113,0,2.3,19.312,16.412
1.133,normal,-0.009,-0.121,0,22,-10,30,0,0,2.302,64.049,-3.5,-19,0,19.299,1,0.052,0.069,0,0,-0.12,0,2.3,19.311,16.411
1.142,normal,-0.01,-0.127,0,22,-10,30,0,0,2.296,64.174,-3.5,-19,0,19.307,1,0.053,0.062,0,0,-0.128,0,2.3,19.31,16.41
1.15,normal,-0.011,-0.135,0,22,-10,30,0,0,2.304,63.951,-3.5,-19,0,19.314,1,0.072,0.082,0,0,-0.135,0,2.3,19.309,16.409
1.158,normal,-0.012,-0.142,0,22,-10,30,0,0,2.296,64.202,-3.5,-19,0,19.284,1,0.071,0.089,0,0,-0.143,0,2.3,19.308,16.408
1.167,normal,-0.013,-0.15,0,22,-10,30,0,0,2.295,64.163,-3.5,-19,0,19.307,1,0.076,0.073,0,0,-0.15,0,2.3,19.307,16.407
1.175,normal,-0.014,-0.157,0,22,-10,30,0,0,2.298,64.07,-3.5,-19,0,19.321,1,0.099,0.069,0,0,-0.158,0,2.3,19.305,16.405
1.183,normal,-0.016,-0.165,0,22,-10,30,0,0,2.305,63.949,-3.5,-19,0,19.29,1,0.085,0.051,0,0,-0.165,0,2.3,19.304,16.404
1.192,normal,-0.017,-0.172,0,22,-10,30,0,0,2.301,64.114,-3.5,-19,0,19.307,1,0.072,0.084,0,0,-0.173,0,2.3,19.303,16.403
1.2,normal,-0.019,-0.179,0,22,-10,30,0,0,2.3,64.194,-3.5,-19,0,19.277,1,0.053,0.056,0,0,-0.18,0,2.3,19.301,16.401
1.208,normal,-0.02,-0.188,0,22,-10,30,0,0,2.302,63.99,-3.5,-19,0,19.287,1,0.084,0.077,0,0,-0.188,0,2.3,19.3,16.4
1.217,normal,-0.022,-0.194,0,22,-10,30,0,0,2.299,64.165,-3.5,-19,0,19.274,1,0.096,0.057,0,0,-0.195,0,2.3,19.298,16.398
1.225,normal,-0.024,-0.203,0,22,-10,30,0,0,2.302,64.024,-3.5,-19,0,19.321,1,0.093,0.081,0,0,-0.203,0,2.3,19.296,16.396
1.233,normal,-0.025,-0.21,0,22,-10,30,0,0,2.303,64.168,-3.5,-19,0,19.272,1,0.099,0.084,0,0,-0.21,0,2.3,19.295,16.395
1.242,normal,-0.027,-0.218,0,22,-10,30,0,0,2.302,64.125,-3.5,-19,0,19.309,1,0.066,0.08,0,0,-0.218,0,2.3,19.293,16.393
1.25,normal,-0.029,-0.225,0,22,-10,30,0,0,2.301,63.979,-3.5,-19,0,19.307,1,0.062,0.089,0,0,-0.225,0,2.3,19.291,16.391
1.258,normal,-0.031,-0.233,0,22,-10,30,0,0,2.296,64.063,-3.5,-19,0,19.271,1,0.083,0.081,0,0,-0.233,0,2.3,19.289,16.389
1.267,normal,-0.033,-0.239,0,22,-10,30,0,0,2.304,64.058,-3.5,-19,0,19.305,1,0.096,0.078,0,0,-0.24,0,2.3,19.287,16.387
1.275,normal,-0.035,-0.247,0,22,-10,30,0,0,2.299,64.062,-3.5,-19,0,19.29,1,0.074,0.077,0,0,-0.248,0,2.3,19.285,16.385
1.283,normal,-0.037,-0.254,0,22,-10,30,0,0,2.297,63.999,-3.5,-19,0,19.29,1,0.071,0.067,0,0,-0.255,0,2.3,19.283,16.383
1.292,normal,-0.039,-0.262,0,22,-10,30,0,0,2.298,64.159,-3.5,-19,0,19.285,1,0.072,0.058,0,0,-0.263,0,2.3,19.281,16.381
1.3,normal,-0.042,-0.271,0,22,-10,30,0,0,2.304,63.955,-3.5,-19,0,19.269,1,0.09,0.074,0,0,-0.27,0,2.3,19.279,16.379
1.308,normal,-0.044,-0.276,0,22,-10,30,0,0,2.298,64.073,-3.5,-19,0,19.296,1,0.08,0.078,0,0,-0.278,0,2.3,19.276,16.376
1.317,normal,-0.046,-0.286,0,22,-10,30,0,0,2.301,64.025,-3.5,-19,0,19.258,1,0.073,0.063,0,0,-0.285,0,2.3,19.274,16.374
1.325,normal,-0.049,-0.291,0,22,-10,30,0,0,2.3,63.989,-3.5,-19,0,19.264,1,0.093,0.077,0,0,-0.293,0,2.3,19.272,16.372
1.333,normal,-0.051,-0.301,0,22,-10,30,0,0,2.3,64.007,-3.5,-19,0,19.288,1,0.091,0.069,0,0,-0.3,0,2.3,19.269,16.369
1.342,normal,-0.054,-0.308,0,22,-10,30,0,0,2.298,64.062,-3.5,-19,0,19.248,1,0.076,0.053,0,0,-0.308,0,2.3,19.267,16.367
1.35,normal,-0.056,-0.316,0,22,-10,30,0,0,2.3,64.052,-3.5,-19,0,19.254,1,0.082,0.067,0,0,-0.315,0,2.3,19.264,16.364
1.358,normal,-0.059,-0.321,0,22,-10,30,0,0,2.304,64.194,-3.5,-19,0,19.258,1,0.085,0.088,0,0,-0.323,0,2.3,19.262,16.362
1.367,normal,-0.062,-0.33,0,22,-10,30,0,0,2.298,63.923,-3.5,-19,0,19.265,1,0.077,0.084,0,0,-0.33,0,2.3,19.259,16.359
1.375,normal,-0.065,-0.338,0,22,-10,30,0,0,2.298,64.068,-3.5,-19,0,19.254,1,0.051,0.082,0,0,-0.338,0,2.3,19.256,16.356
1.383,normal,-0.068,-0.343,0,22,-10,30,0,0,2.295,64.015,-3.5,-19,0,19.25,1,0.09,0.068,0,0,-0.345,0,2.3,19.253,16.353
1.392,normal,-0.071,-0.352,0,22,-10,30,0,0,2.303,63.944,-3.5,-19,0,19.25,1,0.072,0.058,0,0,-0.353,0,2.3,19.25,16.35
1.4,normal,-0.074,-0.361,0,22,-10,30,0,0,2.296,63.981,-3.5,-19,0,19.226,1,0.069,0.056,0,0,-0.36,0,2.3,19.247,16.347
1.408,normal,-0.077,-0.366,0,22,-10,30,0,0,2.295,64.006,-3.5,-19,0,19.253,1,0.063,0.06,0,0,-0.368,0,2.3,19.244,16.344
1.417,normal,-0.08,-0.374,0,22,-10,30,0,0,2.298,64.09,-3.5,-19,0,19.244,1,0.068,0.071,0,0,-0.375,0,2.3,19.241,16.341
1.425,normal,-0.083,-0.382,0,22,-10,30,0,0,2.304,63.993,-3.5,-19,0,19.261,1,0.094,0.073,0,0,-0.383,0,2.3,19.238,16.338
1.433,normal,-0.086,-0.392,0,22,-10,30,0,0,2.305,63.925,-3.5,-19,0,19.211,1,0.093,0.059,0,0,-0.39,0,2.3,19.235,16.335
1.442,normal,-0.089,-0.398,0,22,-10,30,0,0,2.305,64.106,-3.5,-19,0,19.252,1,0.059,0.089,0,0,-0.398,0,2.3,19.232,16.332
