t,phase,travel,speed,swingDeg,boomDeg,stickDeg,bucketDeg,payloadKg,rollDeg,tipMargin,hydC,personRight,personFwd,personWalking,personDist,seatbelt,eyesClosed,jawOpen,camYawn,camDrowsy,cfSpeed,cfSwingDeg,cfTipMargin,cfPersonDist,cfClearance
0.233,normal,0,0,0,14.175,0,20,2800,12,1.877,71.155,9,11,0,14.213,1,0.068,0.068,0,0,0,0,1.88,14.213,0.88
0.242,normal,0,0,0,14.25,0,20,2800,12,1.876,70.96,9,11,0,14.213,1,0.061,0.083,0,0,0,0,1.879,14.213,0.879
0.25,normal,0,0,0,14.325,0,20,2800,12,1.88,70.956,9,11,0,14.213,1,0.089,0.086,0,0,0,0,1.879,14.213,0.879
0.258,normal,0,0,0,14.4,0,20,2800,12,1.876,70.952,9,11,0,14.213,1,0.087,0.053,0,0,0,0,1.879,14.213,0.879
0.267,normal,0,0,0,14.475,0,20,2800,12,1.879,71.03,9,11,0,14.213,1,0.09,0.068,0,0,0,0,1.879,14.213,0.879
0.275,normal,0,0,0,14.55,0,20,2800,12,1.875,70.917,9,11,0,14.213,1,0.091,0.066,0,0,0,0,1.879,14.213,0.879
0.283,normal,0,0,0,14.625,0,20,2800,12,1.879,71.03,9,11,0,14.213,1,0.066,0.083,0,0,0,0,1.879,14.213,0.879
0.292,normal,0,0,0,14.7,0,20,2800,12,1.882,70.959,9,11,0,14.213,1,0.099,0.072,0,0,0,0,1.879,14.213,0.879
0.3,normal,0,0,0,14.775,0,20,2800,12,1.877,70.962,9,11,0,14.213,1,0.083,0.068,0,0,0,0,1.879,14.213,0.879
0.308,normal,0,0,0,14.85,0,20,2800,12,1.879,70.943,9,11,0,14.213,1,0.066,0.056,0,0,0,0,1.878,14.213,0.878
0.317,normal,0,0,0,14.925,0,20,2800,12,1.881,70.977,9,11,0,14.213,1,0.096,0.081,0,0,0,0,1.878,14.213,0.878
0.325,normal,0,0,0,15,0,20,2800,12,1.88,70.927,9,11,0,14.213,1,0.092,0.084,0,0,0,0,1.878,14.213,0.878
0.333,normal,0,0,0,15.075,0,20,2800,12,1.879,71.186,9,11,0,14.213,1,0.066,0.079,0,0,0,0,1.878,14.213,0.878
0.342,normal,0,0,0,15.15,0,20,2800,12,1.875,71.127,9,11,0,14.213,1,0.1,0.062,0,0,0,0,1.878,14.213,0.878
0.35,normal,0,0,0,15.225,0,20,2800,12,1.878,71.077,9,11,0,14.213,1,0.093,0.086,0,0,0,0,1.878,14.213,0.878
0.358,normal,0,0,0,15.3,0,20,2800,12,1.876,70.896,9,11,0,14.213,1,0.065,0.084,0,0,0,0,1.878,14.213,0.878
0.367,normal,0,0,0,15.375,0,20,2800,12,1.879,71.18,9,11,0,14.213,1,0.069,0.057,0,0,0,0,1.877,14.213,0.877
0.375,normal,0,0,0,15.45,0,20,2800,12,1.88,70.975,9,11,0,14.213,1,0.066,0.058,0,0,0,0,1.877,14.213,0.877
0.383,normal,0,0,0,15.525,0,20,2800,12,1.878,70.902,9,11,0,14.213,1,0.105,0.061,0,0,0,0,1.877,14.213,0.877
0.392,normal,0,0,0,15.6,0,20,2800,12,1.881,71.014,9,11,0,14.213,1,0.064,0.059,0,0,0,0,1.877,14.213,0.877
0.4,normal,0,0,0,15.675,0,20,2800,12,1.88,71.083,9,11,0,14.213,1,0.067,0.068,0,0,0,0,1.877,14.213,0.877
0.408,normal,0,0,0,15.75,0,20,2800,12,1.876,70.997,9,11,0,14.213,1,0.08,0.083,0,0,0,0,1.877,14.213,0.877
0.417,normal,0,0,0,15.825,0,20,2800,12,1.875,71.043,9,11,0,14.213,1,0.079,0.083,0,0,0,0,1.877,14.213,0.877
0.425,normal,0,0,0,15.9,0,20,2800,12,1.876,71,9,11,0,14.213,1,0.103,0.059,0,0,0,0,1.877,14.213,0.877
0.433,normal,0,0,0,15.975,0,20,2800,12,1.877,70.94,9,11,0,14.213,1,0.101,0.062,0,0,0,0,1.876,14.213,0.876
0.442,normal,0,0,0,16.05,0,20,2800,12,1.88,70.958,9,11,0,14.213,1,0.078,0.05,0,0,0,0,1.876,14.213,0.876
0.45,normal,0,0,0,16.125,0,20,2800,12,1.88,71.016,9,11,0,14.213,1,0.093,0.075,0,0,0,0,1.876,14.213,0.876
0.458,normal,0,0,0,16.2,0,20,2800,12,1.88,70.968,9,11,0,14.213,1,0.104,0.066,0,0,0,0,1.876,14.213,0.876
0.467,normal,0,0,0,16.275,0,20,2800,12,1.872,71.024,9,11,0,14.213,1,0.076,0.052,0,0,0,0,1.876,14.213,0.876
0.475,normal,0,0,0,16.35,0,20,2800,12,1.872,70.963,9,11,0,14.213,1,0.086,0.081,0,0,0,0,1.876,14.213,0.876
0.483,normal,0,0,0,16.425,0,20,2800,12,1.879,70.963,9,11,0,14.213,1,0.1,0.088,0,0,0,0,1.876,14.213,0.876
0.492,normal,0,0,0,16.5,0,20,2800,12,1.875,71.055,9,11,0,14.213,1,0.104,0.081,0,0,0,0,1.876,14.213,0.876
0.5,normal,0,0,0,16.575,0,20,2800,12,1.877,70.98,9,11,0,14.213,1,0.069,0.081,0,0,0,0,1.875,14.213,0.875
0.508,normal,0,0,0,16.65,0,20,2800,12,1.876,71.081,9,11,0,14.213,1,0.065,0.07,0,0,0,0,1.875,14.213,0.875
0.517,normal,0,0,0,16.725,0,20,2800,12,1.875,71.074,9,11,0,14.213,1,0.072,0.064,0,0,0,0,1.875,14.213,0.875
0.525,normal,0,0,0,16.8,0,20,2800,12,1.875,71.088,9,11,0,14.213,1,0.087,0.086,0,0,0,0,1.875,14.213,0.875
0.533,normal,0,0,0,16.875,0,20,2800,12,1.877,71.181,9,11,0,14.213,1,0.061,0.077,0,0,0,0,1.875,14.213,0.875
0.542,normal,0,0,0,16.95,0,20,2800,12,1.873,71.008,9,11,0,14.213,1,0.085,0.051,0,0,0,0,1.875,14.213,0.875
0.55,normal,0,0,0,17.025,0,20,2800,12,1.875,71.157,9,11,0,14.213,1,0.085,0.059,0,0,0,0,1.875,14.213,0.875
0.558,normal,0,0,0,17.1,0,20,2800,12,1.876,71.041,9,11,0,14.213,1,0.06,0.062,0,0,0,0,1.874,14.213,0.874
0.567,normal,0,0,0,17.175,0,20,2800,12,1.874,70.947,9,11,0,14.213,1,0.084,0.06,0,0,0,0,1.874,14.213,0.874
0.575,normal,0,0,0,17.25,0,20,2800,12,1.871,71.21,9,11,0,14.213,1,0.098,0.056,0,0,0,0,1.874,14.213,0.874
0.583,normal,0,0,0,17.325,0,20,2800,12,1.874,71.162,9,11,0,14.213,1,0.067,0.071,0,0,0,0,1.874,14.213,0.874
0.592,normal,0,0,0,17.4,0,20,2800,12,1.875,71.002,9,11,0,14.213,1,0.104,0.063,0,0,0,0,1.874,14.213,0.874
0.6,normal,0,0,0,17.475,0,20,2800,12,1.872,70.942,9,11,0,14.213,1,0.072,0.085,0,0,0,0,1.874,14.213,0.874
0.608,normal,0,0,0,17.55,0,20,2800,12,1.874,71.08,9,11,0,14.213,1,0.077,0.086,0,0,0,0,1.874,14.213,0.874
0.617,normal,0,0,0,17.625,0,20,2800,12,1.875,71.141,9,11,0,14.213,1,0.087,0.063,0,0,0,0,1.874,14.213,0.874
0.625,normal,0,0,0,17.7,0,20,2800,12,1.87,71.078,9,11,0,14.213,1,0.062,0.067,0,0,0,0,1.873,14.213,0.873
0.633,normal,0,0,0,17.775,0,20,2800,12,1.875,70.966,9,11,0,14.213,1,0.07,0.075,0,0,0,0,1.873,14.213,0.873
0.642,normal,0,0,0,17.85,0,20,2800,12,1.87,71.146,9,11,0,14.213,1,0.074,0.078,0,0,0,0,1.873,14.213,0.873
0.65,normal,0,0,0,17.925,0,20,2800,12,1.872,70.983,9,11,0,14.213,1,0.094,0.063,0,0,0,0,1.873,14.213,0.873
0.658,normal,0,0,0,18,0,20,2800,12,1.871,71.205,9,11,0,14.213,1,0.065,0.06,0,0,0,0,1.873,14.213,0.873
0.667,normal,0,0,0,18.075,0,20,2800,12,1.874,71.228,9,11,0,14.213,1,0.09,0.053,0,0,0,0,1.873,14.213,0.873
0.675,normal,0,0,0,18.15,0,20,2800,12,1.876,70.963,9,11,0,14.213,1,0.085,0.067,0,0,0,0,1.873,14.213,0.873
0.683,normal,0,0,0,18.225,0,20,2800,12,1.872,70.987,9,11,0,14.213,1,0.077,0.09,0,0,0,0,1.873,14.213,0.873
0.692,normal,0,0,0,18.3,0,20,2800,12,1.873,71.143,9,11,0,14.213,1,0.109,0.088,0,0,0,0,1.872,14.213,0.872
0.7,normal,0,0,0,18.375,0,20,2800,12,1.869,71.035,9,11,0,14.213,1,0.095,0.082,0,0,0,0,1.872,14.213,0.872
0.708,normal,0,0,0,18.45,0,20,2800,12,1.871,71.061,9,11,0,14.213,1,0.098,0.064,0,0,0,0,1.872,14.213,0.872
0.717,normal,0,0,0,18.525,0,20,2800,12,1.87,71.018,9,11,0,14.213,1,0.096,0.075,0,0,0,0,1.872,14.213,0.872
0.725,normal,0,0,0,18.6,0,20,2800,12,1.875,71.082,9,11,0,14.213,1,0.069,0.067,0,0,0,0,1.872,14.213,0.872
0.733,normal,0,0,0,18.675,0,20,2800,12,1.87,71.118,9,11,0,14.213,1,0.085,0.072,0,0,0,0,1.872,14.213,0.872
0.742,normal,0,0,0,18.75,0,20,2800,12,1.874,71.157,9,11,0,14.213,1,0.069,0.078,0,0,0,0,1.872,14.213,0.872
0.75,normal,0,0,0,18.825,0,20,2800,12,1.87,71.201,9,11,0,14.213,1,0.09,0.074,0,0,0,0,1.871,14.213,0.871
0.758,normal,0,0,0,18.9,0,20,2800,12,1.87,71.126,9,11,0,14.213,1,0.075,0.074,0,0,0,0,1.871,14.213,0.871
0.767,normal,0,0,0,18.975,0,20,2800,12,1.874,71.136,9,11,0,14.213,1,0.105,0.069,0,0,0,0,1.871,14.213,0.871
0.775,normal,0,0,0,19.05,0,20,2800,12,1.867,71.042,9,11,0,14.213,1,0.063,0.057,0,0,0,0,1.871,14.213,0.871
0.783,normal,0,0,0,19.125,0,20,2800,12,1.87,71.107,9,11,0,14.213,1,0.067,0.087,0,0,0,0,1.871,14.213,0.871
0.792,normal,0,0,0,19.2,0,20,2800,12,1.873,71.081,9,11,0,14.213,1,0.074,0.066,0,0,0,0,1.871,14.213,0.871
0.8,normal,0,0,0,19.275,0,20,2800,12,1.873,71.069,9,11,0,14.213,1,0.106,0.051,0,0,0,0,1.871,14.213,0.871
0.808,normal,0,0,0,19.35,0,20,2800,12,1.873,71.005,9,11,0,14.213,1,0.072,0.063,0,0,0,0,1.871,14.213,0.871
0.817,normal,0,0,0,19.425,0,20,2800,12,1.869,71.098,9,11,0,14.213,1,0.109,0.07,0,0,0,0,1.87,14.213,0.87
0.825,normal,0,0,0,19.5,0,20,2800,12,1.874,71.074,9,11,0,14.213,1,0.062,0.078,0,0,0,0,1.87,14.213,0.87
0.833,normal,0,0,0,19.575,0,20,2800,12,1.874,71.109,9,11,0,14.213,1,0.106,0.075,0,0,0,0,1.87,14.213,0.87
0.842,normal,0,0,0,19.65,0,20,2800,12,1.874,71.238,9,11,0,14.213,1,0.087,0.088,0,0,0,0,1.87,14.213,0.87
0.85,normal,0,0,0,19.725,0,20,2800,12,1.867,71.008,9,11,0,14.213,1,0.087,0.075,0,0,0,0,1.87,14.213,0.87
0.858,normal,0,0,0,19.8,0,20,2800,12,1.868,71.084,9,11,0,14.213,1,0.093,0.085,0,0,0,0,1.87,14.213,0.87
0.867,normal,0,0,0,19.875,0,20,2800,12,1.873,71.03,9,11,0,14.213,1,0.102,0.071,0,0,0,0,1.87,14.213,0.87
0.875,normal,0,0,0,19.95,0,20,2800,12,1.87,70.995,9,11,0,14.213,1,0.105,0.059,0,0,0,0,1.87,14.213,0.87
0.883,normal,0,0,0,20.025,0,20,2800,12,1.871,71.219,9,11,0,14.213,1,0.094,0.067,0,0,0,0,1.869,14.213,0.869
0.892,normal,0,0,0,20.1,0,20,2800,12,1.873,71.16,9,11,0,14.213,1,0.073,0.084,0,0,0,0,1.869,14.213,0.869
0.9,normal,0,0,0,20.175,0,20,2800,12,1.865,71.04,9,11,0,14.213,1,0.083,0.053,0,0,0,0,1.869,14.213,0.869
0.908,normal,0,0,0,20.25,0,20,2800,12,1.872,71.022,9,11,0,14.213,1,0.073,0.089,0,0,0,0,1.869,14.213,0.869
0.917,normal,0,0,0,20.325,0,20,2800,12,1.868,71.082,9,11,0,14.213,1,0.087,0.052,0,0,0,0,1.869,14.213,0.869
0.925,normal,0,0,0,20.4,0,20,2800,12,1.872,71.038,9,11,0,14.213,1,0.061,0.088,0,0,0,0,1.869,14.213,0.869
0.933,normal,0,0,0,20.475,0,20,2800,12,1.866,71.26,9,11,0,14.213,1,0.068,0.077,0,0,0,0,1.869,14.213,0.869
0.942,normal,0,0,0,20.55,0,20,2800,12,1.868,71.009,9,11,0,14.213,1,0.068,0.089,0,0,0,0,1.868,14.213,0.868
0.95,normal,0,0,0,20.625,0,20,2800,12,1.866,71,9,11,0,14.213,1,0.06,0.053,0,0,0,0,1.868,14.213,0.868
0.958,normal,0,0,0,20.7,0,20,2800,12,1.869,71.188,9,11,0,14.213,1,0.108,0.053,0,0,0,0,1.868,14.213,0.868
0.967,normal,0,0,0,20.775,0,20,2800,12,1.872,71.189,9,11,0,14.213,1,0.084,0.057,0,0,0,0,1.868,14.213,0.868
0.975,normal,0,0,0,20.85,0,20,2800,12,1.872,71.07,9,11,0,14.213,1,0.104,0.082,0,0,0,0,1.868,14.213,0.868
0.983,normal,0,0,0,20.925,0,20,2800,12,1.87,71.251,9,11,0,14.213,1,0.098,0.05,0,0,0,0,1.868,14.213,0.868
0.992,normal,0,0,0,21,0,20,2800,12,1.867,71.169,9,11,0,14.213,1,0.082,0.078,0,0,0,0,1.868,14.213,0.868
1,normal,0,0,0,21.075,0,20,2800,12,1.866,71.085,9,11,0,14.213,1,0.084,0.067,0,0,0,0,1.868,14.213,0.868
1.008,normal,0,0,0,21.15,0.117,20,2800,12,1.87,71.001,9,11,0,14.213,1,0.066,0.089,0,0,0,0,1.867,14.213,0.867
1.017,normal,0,0,0,21.225,0.233,20,2800,12,1.868,71.113,9,11,0,14.213,1,0.101,0.064,0,0,0,0,1.867,14.213,0.867
1.025,normal,0,0,0,21.3,0.35,20,2800,12,1.867,70.977,9,11,0,14.213,1,0.061,0.066,0,0,0,0,1.866,14.213,0.866
1.033,normal,0,0,0,21.375,0.467,20,2800,12,1.867,71.005,9,11,0,14.213,1,0.092,0.071,0,0,0,0,1.866,14.213,0.866
1.042,normal,0,0,0,21.45,0.583,20,2800,12,1.864,71.137,9,11,0,14.213,1,0.066,0.054,0,0,0,0,1.865,14.213,0.865
1.05,normal,0,0,0,21.525,0.7,20,2800,12,1.866,71.157,9,11,0,14.213,1,0.09,0.065,0,0,0,0,1.865,14.213,0.865
1.058,normal,0,0,0,21.6,0.817,20,2800,12,1.861,71.182,9,11,0,14.213,1,0.083,0.059,0,0,0,0,1.864,14.213,0.864
1.067,normal,0,0,0,21.675,0.933,20,2800,12,1.867,70.985,9,11,0,14.213,1,0.077,0.069,0,0,0,0,1.863,14.213,0.863
1.075,normal,0,0,0,21.75,1.05,20,2800,12,1.859,71.101,9,11,0,14.213,1,0.089,0.086,0,0,0,0,1.863,14.213,0.863
1.083,normal,0,0,0,21.825,1.167,20,2800,12,1.859,71.03,9,11,0,14.213,1,0.101,0.086,0,0,0,0,1.862,14.213,0.862
1.092,normal,0,0,0,21.9,1.283,20,2800,12,1.858,70.994,9,11,0,14.213,1,0.089,0.088,0,0,0,0,1.862,14.213,0.862
1.1,normal,0,0,0,21.975,1.4,20,2800,12,1.865,71.131,9,11,0,14.213,1,0.071,0.077,0,0,0,0,1.861,14.213,0.861
1.108,normal,0,0,0,22.05,1.517,20,2800,12,1.858,71.261,9,11,0,14.213,1,0.108,0.075,0,0,0,0,1.861,14.213,0.861
1.117,normal,0,0,0,22.125,1.633,20,2800,12,1.856,71.243,9,11,0,14.213,1,0.09,0.081,0,0,0,0,1.86,14.213,0.86
1.125,normal,0,0,0,22.2,1.75,20,2800,12,1.856,71.077,9,11,0,14.213,1,0.09,0.066,0,0,0,0,1.86,14.213,0.86
1.133,normal,0,0,0,22.275,1.867,20,2800,12,1.862,71.177,9,11,0,14.213,1,0.08,0.056,0,0,0,0,1.859,14.213,0.859
1.142,normal,0,0,0,22.35,1.983,20,2800,12,1.862,71.052,9,11,0,14.213,1,0.065,0.057,0,0,0,0,1.859,14.213,0.859
1.15,normal,0,0,0,22.425,2.1,20,2800,12,1.855,71.002,9,11,0,14.213,1,0.102,0.061,0,0,0,0,1.858,14.213,0.858
1.158,normal,0,0,0,22.5,2.217,20,2800,12,1.856,71.275,9,11,0,14.213,1,0.075,0.087,0,0,0,0,1.858,14.213,0.858
1.167,normal,0,0,0,22.575,2.333,20,2800,12,1.859,71.186,9,11,0,14.213,1,0.071,0.06,0,0,0,0,1.857,14.213,0.857
1.175,normal,0,0,0,22.65,2.45,20,2800,12,1.856,71.269,9,11,0,14.213,1,0.078,0.084,0,0,0,0,1.857,14.213,0.857
1.183,normal,0,0,0,22.725,2.567,20,2800,12,1.857,71.042,9,11,0,14.213,1,0.085,0.051,0,0,0,0,1.856,14.213,0.856
1.192,normal,0,0,0,22.8,2.683,20,2800,12,1.854,71.072,9,11,0,14.213,1,0.098,0.056,0,0,0,0,1.856,14.213,0.856
1.2,normal,0,0,0,22.875,2.8,20,2800,12,1.858,71.12,9,11,0,14.213,1,0.106,0.072,0,0,0,0,1.855,14.213,0.855
1.208,normal,0,0,0,22.95,2.917,20,2800,12,1.852,71.275,9,11,0,14.213,1,0.103,0.05,0,0,0,0,1.855,14.213,0.855
1.217,normal,0,0,0,23.025,3.033,20,2800,12,1.853,71.114,9,11,0,14.213,1,0.071,0.062,0,0,0,0,1.854,14.213,0.854
1.225,normal,0,0,0,23.1,3.15,20,2800,12,1.855,71.106,9,11,0,14.213,1,0.062,0.069,0,0,0,0,1.854,14.213,0.854
1.233,normal,0,0,0,23.175,3.267,20,2800,12,1.854,71.13,9,11,0,14.213,1,0.082,0.055,0,0,0,0,1.853,14.213,0.853
1.242,normal,0,0,0,23.25,3.383,20,2800,12,1.851,71.167,9,11,0,14.213,1,0.091,0.09,0,0,0,0,1.853,14.213,0.853
1.25,normal,0,0,0,23.325,3.5,20,2800,12,1.849,71.164,9,11,0,14.213,1,0.09,0.071,0,0,0,0,1.852,14.213,0.852
1.258,normal,0,0,0,23.4,3.617,20,2800,12,1.849,71.228,9,11,0,14.213,1,0.083,0.088,0,0,0,0,1.852,14.213,0.852
1.267,normal,0,0,0,23.475,3.733,20,2800,12,1.854,71.154,9,11,0,14.213,1,0.086,0.067,0,0,0,0,1.851,14.213,0.851
1.275,normal,0,0,0,23.55,3.85,20,2800,12,1.849,71.233,9,11,0,14.213,1,0.105,0.076,0,0,0,0,1.851,14.213,0.851
1.283,normal,0,0,0,23.625,3.967,20,2800,12,1.847,71.282,9,11,0,14.213,1,0.085,0.059,0,0,0,0,1.85,14.213,0.85
1.292,normal,0,0,0,23.7,4.083,20,2800,12,1.847,71.082,9,11,0,14.213,1,0.096,0.087,0,0,0,0,1.85,14.213,0.85
1.3,normal,0,0,0,23.775,4.2,20,2800,12,1.851,71.304,9,11,0,14.213,1,0.091,0.074,0,0,0,0,1.849,14.213,0.849
1.308,normal,0,0,0,23.85,4.317,20,2800,12,1.849,71.05,9,11,0,14.213,1,0.063,0.053,0,0,0,0,1.849,14.213,0.849
1.317,normal,0,0,0,23.925,4.433,20,2800,12,1.851,71.304,9,11,0,14.213,1,0.063,0.06,0,0,0,0,1.848,14.213,0.848
1.325,normal,0,0,0,24,4.55,20,2800,12,1.845,71.142,9,11,0,14.213,1,0.086,0.059,0,0,0,0,1.848,14.213,0.848
1.333,normal,0,0,0,24.075,4.667,20,2800,12,1.843,71.241,9,11,0,14.213,1,0.074,0.072,0,0,0,0,1.847,14.213,0.847
1.342,normal,0,0,0,24.15,4.783,20,2800,12,1.846,71.266,9,11,0,14.213,1,0.083,0.054,0,0,0,0,1.847,14.213,0.847
1.35,normal,0,0,0,24.225,4.9,20,2800,12,1.847,71.286,9,11,0,14.213,1,0.068,0.078,0,0,0,0,1.846,14.213,0.846
1.358,normal,0,0,0,24.3,5.017,20,2800,12,1.848,71.048,9,11,0,14.213,1,0.062,0.085,0,0,0,0,1.846,14.213,0.846
1.367,normal,0,0,0,24.375,5.133,20,2800,12,1.843,71.232,9,11,0,14.213,1,0.109,0.057,0,0,0,0,1.845,14.213,0.845
1.375,normal,0,0,0,24.45,5.25,20,2800,12,1.848,71.256,9,11,0,14.213,1,0.08,0.061,0,0,0,0,1.845,14.213,0.845
1.383,normal,0,0,0,24.525,5.367,20,2800,12,1.842,71.257,9,11,0,14.213,1,0.079,0.09,0,0,0,0,1.844,14.213,0.844
1.392,normal,0,0,0,24.6,5.483,20,2800,12,1.841,71.026,9,11,0,14.213,1,0.085,0.077,0,0,0,0,1.844,14.213,0.844
1.4,normal,0,0,0,24.675,5.6,20,2800,12,1.845,71.216,9,11,0,14.213,1,0.105,0.084,0,0,0,0,1.843,14.213,0.843
1.408,normal,0,0,0,24.75,5.717,20,2800,12,1.842,71.301,9,11,0,14.213,1,0.088,0.087,0,0,0,0,1.843,14.213,0.843
1.417,normal,0,0,0,24.825,5.833,20,2800,12,1.841,71.22,9,11,0,14.213,1,0.101,0.068,0,0,0,0,1.842,14.213,0.842
1.425,normal,0,0,0,24.9,5.95,20,2800,12,1.841,71.036,9,11,0,14.213,1,0.062,0.06,0,0,0,0,1.842,14.213,0.842
1.433,normal,0,0,0,24.975,6.067,20,2800,12,1.84,71.282,9,11,0,14.213,1,0.089,0.078,0,0,0,0,1.841,14.213,0.841
1.442,normal,0,0,0,25.05,6.183,20,2800,12,1.837,71.277,9,11,0,14.213,1,0.105,0.079,0,0,0,0,1.841,14.213,0.841
1.45,normal,0,0,0,25.125,6.3,20,2800,12,1.837,71.031,9,11,0,14.213,1,0.109,0.084,0,0,0,0,1.84,14.213,0.84
1.458,normal,0,0,0,25.2,6.417,20,2800,12,1.843,71.23,9,11,0,14.213,1,0.064,0.081,0,0,0,0,1.84,14.213,0.84
1.467,normal,0,0,0,25.275,6.533,20,2800,12,1.843,71.029,9,11,0,14.213,1,0.107,0.087,0,0,0,0,1.84,14.213,0.84
1.475,normal,0,0,0,25.35,6.65,20,2800,12,1.838,71.248,9,11,0,14.213,1,0.106,0.084,0,0,0,0,1.84,14.213,0.84
1.483,normal,0,0,0,25.425,6.767,20,2800,12,1.843,71.301,9,11,0,14.213,1,0.082,0.053,0,0,0,0,1.839,14.213,0.839
1.492,normal,0,0,0,25.5,6.883,20,2800,12,1.842,71.213,9,11,0,14.213,1,0.107,0.077,0,0,0,0,1.839,14.213,0.839
1.5,normal,0,0,0,25.575,7,20,2800,12,1.84,71.108,9,11,0,14.213,1,0.069,0.054,0,0,0,0,1.839,14.213,0.839
1.508,normal,0,0,0,25.65,7.117,20,2800,12,1.835,71.326,9,11,0,14.213,1,0.102,0.062,0,0,0,0,1.839,14.213,0.839
1.517,normal,0,0,0,25.725,7.233,20,2800,12,1.836,71.236,9,11,0,14.213,1,0.066,0.09,0,0,0,0,1.838,14.213,0.838
